Gene	Mutations	Coverage	p-value	q-value	Rank
TRMU	1	3426	0.129378395	0.140309696	15068
FMO5	1	4864	0.129378623	0.140309696	15069
ECRG4	1	3329	0.129381298	0.140309696	15070
LHX5	1	3985	0.129387659	0.140309696	15071
SPANXN5	1	3887	0.129387708	0.140309696	15072
DOK7	1	3591	0.129389231	0.140309696	15073
TRBJ2-5	1	4896	0.129391188	0.140309696	15074
FCER1G	1	4458	0.129445931	0.140359747	15075
GUCD1	1	4890	0.129478905	0.140377722	15076
INO80C	1	4113	0.129482235	0.140377722	15077
BCL2L10	1	3911	0.129491868	0.140377722	15078
SS18L2	1	4673	0.129501031	0.140377722	15079
HMGB2	1	3189	0.129510720	0.140377722	15080
ACTR10	1	3204	0.129537272	0.140377722	15081
RAB33B	1	4648	0.129537744	0.140377722	15082
ZFAND3	1	3515	0.129553243	0.140377722	15083
RPL26	1	3757	0.129559162	0.140377722	15084
REEP6	1	3645	0.129559745	0.140377722	15085
CXCR6	1	3716	0.129574215	0.140377722	15086
NUP50	1	4188	0.129592570	0.140377722	15087
PSMA5	1	4462	0.129598217	0.140377722	15088
CTSL	1	4301	0.129599637	0.140377722	15089
ZNF747	1	3915	0.129604992	0.140377722	15090
CBX6	1	3608	0.129612440	0.140377722	15091
BCDIN3D	1	3453	0.129616566	0.140377722	15092
TCTN1	1	4052	0.129617090	0.140377722	15093
TMEM125	1	3292	0.129742700	0.140504450	15094
KAT5	1	4184	0.129769230	0.140523165	15095
BDKRB1	1	4581	0.129777175	0.140523165	15096
SRM	1	4673	0.129805324	0.140544335	15097
ITM2C	1	4092	0.129827972	0.140559546	15098
SLC25A43	1	4249	0.129896966	0.140624929	15099
BTF3	1	3870	0.129910431	0.140630192	15100
ZMYND12	1	4708	0.129934485	0.140631201	15101
TRAJ18	1	4437	0.129942710	0.140631201	15102
TYROBP	1	3710	0.129945351	0.140631201	15103
RPL7A	1	4572	0.129945776	0.140631201	15104
TBC1D13	1	3851	0.129971693	0.140632788	15105
GATC	1	4406	0.129988977	0.140632788	15106
ZNF311	1	4808	0.129991220	0.140632788	15107
IFI35	1	4469	0.130001731	0.140632788	15108
LY96	1	4459	0.130008668	0.140632788	15109
FARSB	1	3783	0.130013233	0.140632788	15110
TMBIM4	1	3845	0.130017000	0.140632788	15111
PTRH1	1	3270	0.130024555	0.140632788	15112
MRPL11	1	3819	0.130024674	0.140632788	15113
TXNL4A	1	4787	0.130057270	0.140651556	15114
PPP4C	1	3642	0.130059236	0.140651556	15115
GRAMD2B	1	3132	0.130126503	0.140711420	15116
IGLV3-25	1	3956	0.130131808	0.140711420	15117
NPDC1	1	4596	0.130166260	0.140720729	15118
LGALS3	1	3813	0.130169155	0.140720729	15119
CCDC12	1	3471	0.130174117	0.140720729	15120
SLC25A21	1	4934	0.130191432	0.140720729	15121
FCF1	1	3712	0.130191779	0.140720729	15122
DEDD	1	4287	0.130192071	0.140720729	15123
IFI6	1	3733	0.130219428	0.140736136	15124
ANAPC7	1	3622	0.130224046	0.140736136	15125
GNA15	1	3573	0.130232155	0.140736136	15126
TEAD2	1	4975	0.130241818	0.140737275	15127
FAM241A	1	3111	0.130278467	0.140767572	15128
ARL5A	1	4286	0.130287306	0.140767817	15129
CFAP36	1	3831	0.130296944	0.140768925	15130
ESAM	1	4134	0.130306454	0.140769896	15131
LRRC8E	1	3885	0.130316081	0.140770993	15132
FAM32A	1	3825	0.130334492	0.140773379	15133
TTC9B	1	4646	0.130356588	0.140773379	15134
RPL23A	1	3696	0.130357579	0.140773379	15135
ERO1B	1	3623	0.130358329	0.140773379	15136
POLE2	1	4615	0.130361351	0.140773379	15137
XPA	1	4883	0.130389347	0.140786717	15138
OMG	1	3063	0.130390928	0.140786717	15139
DEFB136	1	4884	0.130440469	0.140821663	15140
IDUA	1	4843	0.130440523	0.140821663	15141
STUB1	1	4719	0.130451252	0.140823944	15142
GMPPB	1	4883	0.130480162	0.140825736	15143
RAB4B	1	4549	0.130483197	0.140825736	15144
CENPS	1	3253	0.130487265	0.140825736	15145
ANKRD2	1	3652	0.130487373	0.140825736	15146
CAPS	1	4183	0.130520517	0.140845044	15147
RPS18	1	3220	0.130541944	0.140845044	15148
SOCS4	1	4138	0.130543702	0.140845044	15149
C20orf27	1	4601	0.130552452	0.140845044	15150
BET1L	1	3965	0.130556897	0.140845044	15151
SPEF1	1	4754	0.130556963	0.140845044	15152
TEFM	1	4368	0.130621563	0.140898891	15153
TEDC1	1	4446	0.130624115	0.140898891	15154
POU5F1	1	4871	0.130654134	0.140919218	15155
FHIT	1	3713	0.130679249	0.140919218	15156
PPCDC	1	3006	0.130681539	0.140919218	15157
ENTPD2	1	3412	0.130691366	0.140919218	15158
FXYD6	1	4807	0.130697875	0.140919218	15159
PRPSAP2	1	3315	0.130701956	0.140919218	15160
TMEM163	1	4424	0.130704483	0.140919218	15161
CNPY2	1	3840	0.130711928	0.140919218	15162
BLOC1S5	1	3782	0.130744495	0.140932631	15163
TCEAL3	1	4793	0.130745763	0.140932631	15164
PRG3	1	4809	0.130750235	0.140932631	15165
SLC16A4	1	4448	0.130777533	0.140948438	15166
TMEM95	1	3381	0.130782146	0.140948438	15167
HOMER1	1	4042	0.130795108	0.140953114	15168
NUTF2	1	3147	0.130816404	0.140966770	15169
RLN2	1	3031	0.130846783	0.140990212	15170
SYT12	1	4520	0.130874721	0.141007543	15171
DERL2	1	4456	0.130880120	0.141007543	15172
KISS1R	1	3409	0.130897516	0.141016990	15173
MRPS24	1	4065	0.130916218	0.141027844	15174
AC132217.2	1	3492	0.130953312	0.141058507	15175
GMNN	1	3768	0.130971694	0.141066047	15176
ICAM2	1	3094	0.130981888	0.141066047	15177
TRAV6	1	4461	0.130986202	0.141066047	15178
IQCK	1	4320	0.131006587	0.141078705	15179
NDUFA7	1	3207	0.131042455	0.141099996	15180
SLC35A4	1	3528	0.131049261	0.141099996	15181
ATP6V1G3	1	4104	0.131052254	0.141099996	15182
LBHD1	1	3532	0.131072126	0.141112097	15183
CALML5	1	3083	0.131086239	0.141117996	15184
BANF1	1	4035	0.131119227	0.141144213	15185
CGB3	1	4444	0.131155744	0.141170753	15186
KRTAP17-1	1	3138	0.131167878	0.141170753	15187
PPP2R3C	1	4340	0.131177769	0.141170753	15188
MEST	1	3326	0.131178427	0.141170753	15189
PRIM2	1	3934	0.131195630	0.141179971	15190
RPS2	1	3211	0.131230176	0.141207851	15191
LDAH	1	4566	0.131262862	0.141232113	15192
LGI4	1	3073	0.131270005	0.141232113	15193
GTF2A2	1	3912	0.131288354	0.141237585	15194
C11orf45	1	4715	0.131304769	0.141237585	15195
CCNP	1	3835	0.131306777	0.141237585	15196
MAPK1IP1L	1	4727	0.131310723	0.141237585	15197
LENG9	1	3815	0.131318293	0.141237585	15198
MXD1	1	4878	0.131348820	0.141247476	15199
SCGB2B2	1	3463	0.131348871	0.141247476	15200
MUC20	1	4001	0.131361490	0.141247476	15201
NDUFS5	1	4570	0.131362054	0.141247476	15202
PDZK1	1	3255	0.131391786	0.141270153	15203
RPSA	1	4472	0.131461687	0.141336012	15204
FGF4	1	3899	0.131472575	0.141338422	15205
HSD17B14	1	3330	0.131498603	0.141349410	15206
SSX2IP	1	4017	0.131500091	0.141349410	15207
LEO1	1	4496	0.131521421	0.141363042	15208
STAT5A	1	4693	0.131551911	0.141386517	15209
GNG3	1	4786	0.131574697	0.141392623	15210
CENPN	1	4071	0.131574892	0.141392623	15211
CCL11	1	3576	0.131584492	0.141393644	15212
HAUS8	1	4255	0.131596699	0.141397466	15213
SLC52A2	1	4970	0.131607373	0.141399639	15214
PIM1	1	4076	0.131630480	0.141412154	15215
AHSA1	1	3336	0.131636323	0.141412154	15216
PHC3	1	4292	0.131653235	0.141414286	15217
CDKL1	1	3227	0.131655610	0.141414286	15218
SEH1L	1	4854	0.131674626	0.141425418	15219
C3orf33	1	3157	0.131721775	0.141457994	15220
ARL8B	1	3363	0.131740276	0.141457994	15221
HTRA3	1	3302	0.131745963	0.141457994	15222
ZNF776	1	4250	0.131747065	0.141457994	15223
IFITM5	1	4497	0.131748225	0.141457994	15224
SMARCD3	1	3287	0.131760655	0.141462047	15225
BYSL	1	3598	0.131844211	0.141537652	15226
TRAJ16	1	4287	0.131848393	0.141537652	15227
ZNF326	1	3209	0.131880404	0.141562719	15228
MARCKS	1	3846	0.131892485	0.141565354	15229
ZSCAN32	1	3710	0.131903770	0.141565354	15230
AIF1	1	4722	0.131908840	0.141565354	15231
POLDIP2	1	4105	0.131924813	0.141573200	15232
TMEM230	1	3765	0.131949474	0.141590370	15233
IL20RA	1	4494	0.131959472	0.141591803	15234
C1D	1	3233	0.131981479	0.141606122	15235
PWWP3A	1	4255	0.131994001	0.141610261	15236
ABITRAM	1	3210	0.132011035	0.141612170	15237
C16orf71	1	4194	0.132013107	0.141612170	15238
MED19	1	4031	0.132032163	0.141623318	15239
CERT1	1	4508	0.132048888	0.141631964	15240
ALG6	1	4940	0.132077060	0.141652886	15241
PPBP	1	3188	0.132099753	0.141667928	15242
ZFPL1	1	3386	0.132123283	0.141683867	15243
SNRPA1	1	4738	0.132143772	0.141689654	15244
KCNK12	1	4067	0.132146016	0.141689654	15245
LYL1	1	3329	0.132216475	0.141725816	15246
CDKN1A	1	3061	0.132221899	0.141725816	15247
METTL5	1	3272	0.132233641	0.141725816	15248
TRIR	1	4666	0.132238055	0.141725816	15249
NXPH3	1	3901	0.132238574	0.141725816	15250
MAP2K2	1	3752	0.132258546	0.141725816	15251
TRAV8-2	1	4633	0.132263566	0.141725816	15252
C2orf76	1	3760	0.132268907	0.141725816	15253
PSCA	1	3316	0.132277805	0.141725816	15254
PMP22	1	4319	0.132283202	0.141725816	15255
SERPINF1	1	3985	0.132284542	0.141725816	15256
UPK2	1	3322	0.132292940	0.141725816	15257
GDI2	1	3324	0.132302987	0.141725816	15258
FAM24A	1	4641	0.132306690	0.141725816	15259
CHAC2	1	4834	0.132309798	0.141725816	15260
C5orf38	1	3898	0.132324274	0.141732035	15261
ANGPTL8	1	3928	0.132334264	0.141733448	15262
P2RY13	1	4883	0.132357725	0.141733754	15263
CGB5	1	3225	0.132360980	0.141733754	15264
UBE2K	1	4806	0.132368659	0.141733754	15265
DHH	1	3813	0.132370829	0.141733754	15266
GSTP1	1	3325	0.132381934	0.141733754	15267
DNAJC17	1	4744	0.132386575	0.141733754	15268
MANBAL	1	3138	0.132414078	0.141753915	15269
RCE1	1	4932	0.132426489	0.141757916	15270
MTAP	1	3150	0.132444200	0.141766770	15271
ZNF740	1	3178	0.132452105	0.141766770	15272
RAMAC	1	3172	0.132474979	0.141777523	15273
SOCS7	1	4040	0.132481078	0.141777523	15274
RAE1	1	4746	0.132494603	0.141777523	15275
TADA3	1	3878	0.132496846	0.141777523	15276
UBXN6	1	3256	0.132515294	0.141779691	15277
PDZD3	1	4118	0.132516219	0.141779691	15278
RGPD1	1	3367	0.132545833	0.141797688	15279
UBE2G2	1	4180	0.132551767	0.141797688	15280
GPR108	1	3986	0.132559064	0.141797688	15281
TLCD4	1	3699	0.132572410	0.141802684	15282
GOLGA8A	1	3066	0.132599312	0.141822179	15283
CDO1	1	3700	0.132626194	0.141841650	15284
YWHAZ	1	4561	0.132661718	0.141870359	15285
BSCL2	1	4825	0.132697672	0.141876345	15286
RCOR2	1	4257	0.132698957	0.141876345	15287
ERLIN1	1	4795	0.132718763	0.141876345	15288
RCAN3	1	3809	0.132733265	0.141876345	15289
OR4F17	1	4136	0.132733599	0.141876345	15290
MAP4K5	1	3585	0.132743703	0.141876345	15291
ATP6V1G2	1	3779	0.132748391	0.141876345	15292
DNAJC15	1	4890	0.132754067	0.141876345	15293
HPF1	1	3053	0.132757470	0.141876345	15294
CA13	1	3175	0.132773666	0.141876345	15295
DDX56	1	4151	0.132777719	0.141876345	15296
POLD3	1	4439	0.132777871	0.141876345	15297
RS1	1	3166	0.132780150	0.141876345	15298
RNF8	1	4585	0.132803846	0.141886866	15299
ABHD16A	1	4400	0.132811282	0.141886866	15300
NUDT1	1	4033	0.132816037	0.141886866	15301
RNASET2	1	4955	0.132875758	0.141941389	15302
NECAB3	1	4829	0.132955300	0.142007244	15303
BFSP1	1	3489	0.132962545	0.142007244	15304
KLHDC1	1	4671	0.132964164	0.142007244	15305
CNNM3	1	4795	0.132977961	0.142007244	15306
TRAJ26	1	4031	0.132983535	0.142007244	15307
BZW1	1	4109	0.132989532	0.142007244	15308
TIMM21	1	4578	0.133011572	0.142016850	15309
SURF1	1	3474	0.133015905	0.142016850	15310
DNAJC19	1	3066	0.133055304	0.142040988	15311
INS	1	4531	0.133055892	0.142040988	15312
TMEM62	1	3702	0.133068631	0.142045311	15313
POLR2J	1	4798	0.133103037	0.142070494	15314
TMEM203	1	4816	0.133122166	0.142070494	15315
SARS2	1	4331	0.133123460	0.142070494	15316
TUBB6	1	4307	0.133145969	0.142070494	15317
BCL2L1	1	4149	0.133145992	0.142070494	15318
BAG2	1	4341	0.133151336	0.142070494	15319
AGR2	1	3684	0.133158557	0.142070494	15320
ACOT1	1	4057	0.133161754	0.142070494	15321
VPS26B	1	4188	0.133174460	0.142070711	15322
NDUFAF4	1	3709	0.133185501	0.142070711	15323
CWC15	1	4120	0.133197756	0.142070711	15324
H2BC17	1	4096	0.133216543	0.142070711	15325
CAV1	1	4446	0.133228327	0.142070711	15326
DYNLRB1	1	3307	0.133252681	0.142070711	15327
TRDJ3	1	4614	0.133255980	0.142070711	15328
ORMDL2	1	4093	0.133265096	0.142070711	15329
RAMP1	1	3075	0.133268530	0.142070711	15330
LIN7B	1	4559	0.133289381	0.142070711	15331
TAPBPL	1	3979	0.133304042	0.142070711	15332
ELOC	1	3933	0.133313177	0.142070711	15333
MPC1	1	3286	0.133316745	0.142070711	15334
WNT5A	1	4883	0.133329481	0.142070711	15335
CXXC4	1	3746	0.133334518	0.142070711	15336
GLRX2	1	3415	0.133335147	0.142070711	15337
TMEM106B	1	4842	0.133335477	0.142070711	15338
KCNK4	1	3143	0.133335920	0.142070711	15339
PEAK3	1	3312	0.133344270	0.142070711	15340
HROB	1	3463	0.133347619	0.142070711	15341
FN3K	1	3987	0.133349625	0.142070711	15342
CDCA5	1	3638	0.133353170	0.142070711	15343
GSKIP	1	3122	0.133393032	0.142092218	15344
NTN3	1	4545	0.133399858	0.142092218	15345
RAB23	1	3729	0.133400634	0.142092218	15346
RNF166	1	4608	0.133410326	0.142092218	15347
ENTPD8	1	3577	0.133416821	0.142092218	15348
ARHGEF39	1	4107	0.133425851	0.142092577	15349
ZNF330	1	3852	0.133446023	0.142094954	15350
TK2	1	3789	0.133446110	0.142094954	15351
GALR3	1	4609	0.133470486	0.142094954	15352
GOLPH3L	1	3463	0.133482143	0.142094954	15353
MDH1	1	4971	0.133486613	0.142094954	15354
CAVIN3	1	3162	0.133489649	0.142094954	15355
SFXN4	1	4285	0.133490341	0.142094954	15356
NUDT14	1	4583	0.133497626	0.142094954	15357
KIFBP	1	4109	0.133510800	0.142099722	15358
S100B	1	4816	0.133541285	0.142121382	15359
HAAO	1	4848	0.133549145	0.142121382	15360
FBXO8	1	3376	0.133560449	0.142121382	15361
FCN3	1	3625	0.133577797	0.142121382	15362
AKR1C2	1	3991	0.133582815	0.142121382	15363
SIRT4	1	4207	0.133583318	0.142121382	15364
EFCAB2	1	3762	0.133615551	0.142141795	15365
GCSAM	1	4766	0.133628704	0.142141795	15366
SMPD2	1	3355	0.133634978	0.142141795	15367
KCNQ1	1	3730	0.133639820	0.142141795	15368
RSU1	1	4832	0.133645983	0.142141795	15369
CEBPG	1	3723	0.133656239	0.142143454	15370
GRWD1	1	4479	0.133679315	0.142154582	15371
FKBP2	1	3395	0.133684096	0.142154582	15372
IFT20	1	3804	0.133702101	0.142163172	15373
JOSD2	1	3711	0.133709569	0.142163172	15374
SCN4B	1	3464	0.133726224	0.142170878	15375
PLEKHF2	1	3576	0.133734211	0.142170878	15376
C1QTNF9B	1	4979	0.133761615	0.142190762	15377
MDP1	1	3632	0.133777142	0.142198021	15378
SLC2A8	1	3416	0.133793614	0.142206282	15379
TRAJ9	1	3854	0.133807131	0.142211402	15380
MALSU1	1	4278	0.133824332	0.142220436	15381
PFDN2	1	3272	0.133859047	0.142241427	15382
RBM11	1	4019	0.133861487	0.142241427	15383
RAB32	1	3458	0.133884121	0.142256230	15384
UBXN11	1	4082	0.133901868	0.142265839	15385
RER1	1	3364	0.133917194	0.142267471	15386
AURKAIP1	1	4192	0.133920811	0.142267471	15387
FGF16	1	4909	0.133961701	0.142297063	15388
PSME1	1	3755	0.133966077	0.142297063	15389
SOX2	1	3761	0.133981893	0.142304615	15390
AUP1	1	3745	0.134003593	0.142318416	15391
IRF5	1	4159	0.134032095	0.142339438	15392
CMC4	1	4303	0.134057947	0.142357643	15393
PAICS	1	3546	0.134067082	0.142358007	15394
MARCHF9	1	3885	0.134075708	0.142358007	15395
MUCL1	1	3022	0.134121434	0.142376975	15396
SPTSSB	1	3964	0.134122197	0.142376975	15397
MBTD1	1	4171	0.134141147	0.142376975	15398
OR2A7	1	3259	0.134149217	0.142376975	15399
DCAF10	1	3280	0.134152364	0.142376975	15400
CAVIN1	1	3257	0.134153903	0.142376975	15401
C18orf32	1	3276	0.134161548	0.142376975	15402
CHCHD7	1	4280	0.134171896	0.142376975	15403
SRR	1	4698	0.134171964	0.142376975	15404
CES2	1	4087	0.134216818	0.142415326	15405
DRC3	1	3520	0.134233547	0.142419885	15406
IGFBP7	1	3409	0.134246066	0.142419885	15407
RORC	1	4463	0.134249614	0.142419885	15408
KLF13	1	4596	0.134255965	0.142419885	15409
VSTM2L	1	4258	0.134283280	0.142422215	15410
PNMA2	1	3721	0.134284028	0.142422215	15411
APOL2	1	4292	0.134284300	0.142422215	15412
MRPL24	1	3324	0.134302539	0.142432062	15413
SPATA5L1	1	3199	0.134311012	0.142432062	15414
H2AC17	1	3458	0.134326077	0.142438797	15415
DDX19B	1	4000	0.134374061	0.142480436	15416
VEGFA	1	4587	0.134387774	0.142485733	15417
CARD16	1	4576	0.134452589	0.142545208	15418
IER2	1	4685	0.134464226	0.142548300	15419
HPCAL1	1	3880	0.134488996	0.142552184	15420
AKTIP	1	3123	0.134490029	0.142552184	15421
POMGNT2	1	3994	0.134494052	0.142552184	15422
RABL2B	1	3166	0.134540831	0.142585408	15423
GTF2H1	1	3622	0.134542845	0.142585408	15424
DUSP28	1	3409	0.134559829	0.142587133	15425
ANKRD36	1	3103	0.134571068	0.142587133	15426
CIB2	1	4576	0.134579120	0.142587133	15427
VAMP3	1	3491	0.134579364	0.142587133	15428
MTX1	1	3809	0.134589467	0.142588594	15429
PSMD4	1	4848	0.134608173	0.142599170	15430
NOG	1	4789	0.134655037	0.142632308	15431
NADSYN1	1	3443	0.134674255	0.142632308	15432
ADTRP	1	3392	0.134679251	0.142632308	15433
LRRC58	1	3710	0.134692062	0.142632308	15434
GORASP1	1	3567	0.134693269	0.142632308	15435
FAM183A	1	4926	0.134707646	0.142632308	15436
APOBEC3A	1	4814	0.134708626	0.142632308	15437
NR2F2	1	4390	0.134709260	0.142632308	15438
SH3YL1	1	3399	0.134738648	0.142637963	15439
CBWD6	1	3619	0.134745696	0.142637963	15440
FAM110C	1	4638	0.134750899	0.142637963	15441
CPLX1	1	3557	0.134752248	0.142637963	15442
PRPH	1	4189	0.134758232	0.142637963	15443
GPR68	1	3546	0.134772967	0.142639942	15444
FOXN1	1	3925	0.134779408	0.142639942	15445
TTC30A	1	4249	0.134794998	0.142639942	15446
TMEM159	1	3400	0.134795007	0.142639942	15447
RPL31	1	4177	0.134816823	0.142653793	15448
CAV2	1	4937	0.134833940	0.142662670	15449
GFUS	1	4831	0.134871600	0.142677022	15450
PRSS27	1	4724	0.134872513	0.142677022	15451
RNF24	1	4133	0.134894497	0.142677022	15452
FAM193B	1	3760	0.134895947	0.142677022	15453
WDR54	1	4389	0.134898133	0.142677022	15454
PDRG1	1	4467	0.134900636	0.142677022	15455
STX8	1	3071	0.134910426	0.142677022	15456
ACOT13	1	4777	0.134926013	0.142677022	15457
EEF1D	1	3116	0.134934431	0.142677022	15458
FAM162B	1	4583	0.134934790	0.142677022	15459
CTSO	1	4429	0.134970002	0.142705023	15460
TSEN15	1	3982	0.134987728	0.142707655	15461
UBE2D2	1	3891	0.134989952	0.142707655	15462
CANT1	1	3410	0.135009863	0.142719473	15463
SCN1B	1	4137	0.135020234	0.142721207	15464
RPL36A	1	4280	0.135053348	0.142746979	15465
PRSS8	1	3769	0.135066996	0.142752173	15466
RHOXF2	1	4354	0.135079788	0.142752404	15467
CBR1	1	3478	0.135084680	0.142752404	15468
EDEM1	1	4050	0.135095374	0.142754476	15469
TMEM254	1	3156	0.135106468	0.142756970	15470
FAM122A	1	3770	0.135136040	0.142778987	15471
COX20	1	4497	0.135167881	0.142784665	15472
SCARB2	1	4146	0.135170606	0.142784665	15473
SP8	1	4670	0.135172440	0.142784665	15474
SNRPB	1	4074	0.135176355	0.142784665	15475
MEGF9	1	3517	0.135189564	0.142789391	15476
TBX6	1	3684	0.135205900	0.142792283	15477
INSL3	1	3210	0.135209774	0.142792283	15478
CTHRC1	1	4672	0.135226797	0.142801036	15479
PRRG4	1	4660	0.135242719	0.142801951	15480
MTCP1	1	3627	0.135245136	0.142801951	15481
PIN1	1	3366	0.135264092	0.142812741	15482
PHYKPL	1	4138	0.135340369	0.142876310	15483
ABHD17A	1	4070	0.135349116	0.142876310	15484
C5orf46	1	4339	0.135372981	0.142876310	15485
FUZ	1	4984	0.135380547	0.142876310	15486
EDN1	1	4100	0.135383117	0.142876310	15487
PMVK	1	3380	0.135383846	0.142876310	15488
CHCHD1	1	4264	0.135385487	0.142876310	15489
IFNA14	1	3746	0.135421210	0.142900222	15490
TRAV9-1	1	3482	0.135431027	0.142900222	15491
ZNF784	1	4777	0.135436036	0.142900222	15492
FBXO44	1	4593	0.135443114	0.142900222	15493
IGHV1-69	1	4628	0.135461811	0.142910724	15494
NUPR1	1	4481	0.135475427	0.142914245	15495
CLEC2L	1	4700	0.135489068	0.142914245	15496
CFAP300	1	4436	0.135491378	0.142914245	15497
GLRX5	1	3265	0.135506151	0.142920605	15498
NRG4	1	3216	0.135515950	0.142921719	15499
BRMS1L	1	3224	0.135528977	0.142926236	15500
ZFAND6	1	3992	0.135540362	0.142929021	15501
RCAN2	1	3695	0.135565193	0.142945984	15502
CD320	1	3885	0.135585815	0.142947766	15503
MLST8	1	4916	0.135589949	0.142947766	15504
PLA2G2E	1	3069	0.135593118	0.142947766	15505
CAB39	1	4417	0.135612197	0.142949966	15506
S100A7A	1	3498	0.135612696	0.142949966	15507
CACNG1	1	3229	0.135653235	0.142975684	15508
FAM219A	1	3959	0.135654587	0.142975684	15509
CDK19	1	4194	0.135668944	0.142976363	15510
CCN5	1	3265	0.135674222	0.142976363	15511
SLN	1	4165	0.135689024	0.142976363	15512
TANGO2	1	3637	0.135690219	0.142976363	15513
INO80E	1	4046	0.135732476	0.143011671	15514
COMMD5	1	3017	0.135774125	0.143046332	15515
RPS7	1	3819	0.135861068	0.143128707	15516
SAMD1	1	3080	0.135880074	0.143139505	15517
PIP4K2B	1	4410	0.135896927	0.143148032	15518
SNX33	1	4915	0.135911780	0.143154453	15519
RASSF1	1	4330	0.135923042	0.143157090	15520
DHRS7B	1	3259	0.135936977	0.143162543	15521
NKAIN1	1	3774	0.135968463	0.143177745	15522
NSMCE2	1	3761	0.135968930	0.143177745	15523
NDUFB2	1	3361	0.136011890	0.143212730	15524
CYP2C8	1	3815	0.136021615	0.143212730	15525
KRTAP5-7	1	4996	0.136034517	0.143212730	15526
PIMREG	1	3817	0.136045067	0.143212730	15527
VDAC3	1	4168	0.136049920	0.143212730	15528
ARL4C	1	3169	0.136054722	0.143212730	15529
TMED4	1	3242	0.136120048	0.143267244	15530
NTF4	1	3729	0.136124041	0.143267244	15531
ATP5MG	1	3252	0.136145339	0.143270235	15532
EHD4	1	4620	0.136151135	0.143270235	15533
ENPP4	1	3901	0.136154461	0.143270235	15534
PUF60	1	4899	0.136163152	0.143270235	15535
ZNF396	1	3532	0.136170707	0.143270235	15536
NELFA	1	3071	0.136212358	0.143302373	15537
HEBP2	1	4502	0.136232774	0.143302373	15538
MVD	1	4110	0.136232974	0.143302373	15539
FTL	1	4458	0.136240151	0.143302373	15540
TLCD1	1	4756	0.136245087	0.143302373	15541
CPLX3	1	3966	0.136268385	0.143310091	15542
BDH2	1	3079	0.136269959	0.143310091	15543
DEFB129	1	4717	0.136293222	0.143323149	15544
KLHL12	1	3137	0.136299912	0.143323149	15545
COQ3	1	4946	0.136333943	0.143349712	15546
TACR2	1	3884	0.136408125	0.143418487	15547
C8orf82	1	4909	0.136426936	0.143425004	15548
TIMM22	1	4167	0.136444775	0.143425004	15549
IMPDH2	1	3835	0.136462576	0.143425004	15550
PNOC	1	3855	0.136463629	0.143425004	15551
RAB10	1	4725	0.136465074	0.143425004	15552
TMEM52	1	3186	0.136479477	0.143425004	15553
MTX3	1	4404	0.136498012	0.143425004	15554
SP5	1	3528	0.136507885	0.143425004	15555
WFDC10A	1	3046	0.136507929	0.143425004	15556
TMEM9	1	3897	0.136510767	0.143425004	15557
SAP18	1	4177	0.136510841	0.143425004	15558
MOB3C	1	4276	0.136551110	0.143457332	15559
SEC11C	1	4391	0.136559164	0.143457332	15560
SPSB3	1	4167	0.136582107	0.143464112	15561
CNIH2	1	4193	0.136584590	0.143464112	15562
WFDC10B	1	3689	0.136608296	0.143464112	15563
YIF1B	1	3242	0.136610417	0.143464112	15564
MYD88	1	3450	0.136610426	0.143464112	15565
CCDC102A	1	4062	0.136639459	0.143464112	15566
TAP1	1	4585	0.136648910	0.143464112	15567
RITA1	1	3560	0.136655361	0.143464112	15568
NELFE	1	4886	0.136678434	0.143464112	15569
METTL2A	1	3642	0.136682215	0.143464112	15570
DYNC2I2	1	4362	0.136682233	0.143464112	15571
PSMC3IP	1	3000	0.136690611	0.143464112	15572
RANBP9	1	3232	0.136691079	0.143464112	15573
LYPD5	1	4511	0.136693664	0.143464112	15574
MGST3	1	3901	0.136697268	0.143464112	15575
NR2F6	1	3646	0.136728746	0.143487935	15576
PLA2G5	1	3737	0.136739890	0.143490418	15577
JCHAIN	1	3603	0.136749335	0.143491118	15578
C11orf65	1	3570	0.136768437	0.143500615	15579
SERF2	1	3723	0.136775944	0.143500615	15580
SPDYA	1	3579	0.136787194	0.143503207	15581
RNF11	1	3065	0.136815291	0.143518925	15582
CYREN	1	3207	0.136821788	0.143518925	15583
DNAL1	1	4878	0.136836912	0.143518925	15584
BET1	1	4526	0.136837296	0.143518925	15585
RNF44	1	4702	0.136864667	0.143528938	15586
COX18	1	3472	0.136877236	0.143528938	15587
RO60	1	3039	0.136880930	0.143528938	15588
TMEM141	1	4098	0.136887285	0.143528938	15589
GTPBP6	1	4694	0.136895060	0.143528938	15590
RNASE6	1	3068	0.136901306	0.143528938	15591
PTP4A1	1	3228	0.136908308	0.143528938	15592
GULP1	1	3234	0.136936705	0.143549502	15593
RAB35	1	4681	0.136956458	0.143556615	15594
CA5A	1	4828	0.136961055	0.143556615	15595
CABLES2	1	3687	0.136980626	0.143567922	15596
ALX3	1	3583	0.137029927	0.143607791	15597
NHLRC4	1	3139	0.137036237	0.143607791	15598
OTUB1	1	3530	0.137058494	0.143608028	15599
PLAC8L1	1	4459	0.137061407	0.143608028	15600
CLPSL1	1	4710	0.137062820	0.143608028	15601
FABP7	1	4295	0.137092392	0.143626815	15602
TCP10L	1	3018	0.137098324	0.143626815	15603
TCAP	1	4835	0.137135438	0.143656490	15604
EIF2A	1	3138	0.137192429	0.143706981	15605
DLX6	1	3202	0.137258051	0.143766507	15606
